"up"	"dbcode"	"pdbct"	"phmin"	"phmax"	"nonpolyct"	"phrange"	"name"
"http://purl.uniprot.org/uniprot/A5JGM8"	"A5JGM8_CLOBO"	2	6.4	6.5	2	0.0999999999999996	NA
"http://purl.uniprot.org/uniprot/A5JUY8"	"A5JUY8_BUBBU"	4	6	8.2	9	2.2	"Lactoperoxidase"
"http://purl.uniprot.org/uniprot/A5K1A2"	"A5K1A2_PLAVS"	16	5.5	6.5	24	1	"Glycylpeptide N-tetradecanoyltransferase"
"http://purl.uniprot.org/uniprot/A5K2B2"	"A5K2B2_PLAVI"	4	4.6	5.2	5	0.600000000000001	NA
"http://purl.uniprot.org/uniprot/A5K4U6"	"A5K4U6_PLAVI"	5	8.5	8.5	9	0	NA
"http://purl.uniprot.org/uniprot/A5K4U6"	"A5K4U6_PLAVS"	2	8.5	8.5	5	0	NA
"http://purl.uniprot.org/uniprot/A5K867"	"A5K867_PLAVS"	2	7.5	7.5	6	0	NA
"http://purl.uniprot.org/uniprot/A5K8X6"	"A5K8X6_PLAVS"	3	5.5	9	5	3.5	"Peptidylprolyl isomerase"
"http://purl.uniprot.org/uniprot/A5K8X6"	"A5K8X6_PLAVI"	4	7.2	9	3	1.8	"Peptidylprolyl isomerase"
"http://purl.uniprot.org/uniprot/A5KE01"	"A5KE01_PLAVI"	5	7	7.5	8	0.5	NA
"http://purl.uniprot.org/uniprot/A5KUH4"	"A5KUH4_9GAMM"	3	6	7.5	6	1.5	"D-galactonate dehydratase family member VSWAT3_13707"
"http://purl.uniprot.org/uniprot/A5LBQ0"	"A5LBQ0_STRPN"	3	NA	NA	1	NA	NA
"http://purl.uniprot.org/uniprot/A5LBQ0"	"A5LBQ0_STREE"	10	NA	NA	4	NA	NA
"http://purl.uniprot.org/uniprot/A5LD17"	"A5LD17_STRPN"	2	6	6	6	0	NA
"http://purl.uniprot.org/uniprot/A5MSS9"	"A5MSS9_STRPN"	2	6.75	6.75	7	0	NA
"http://purl.uniprot.org/uniprot/A5MTN0"	"A5MTN0_STRPN"	6	6	8	11	2	NA
"http://purl.uniprot.org/uniprot/A5MTN0"	"A5MTN0_STREE"	6	6.5	6.5	12	0	NA
"http://purl.uniprot.org/uniprot/A5PJH9"	"A5PJH9_BOVIN"	4	6.3	6.3	7	0	"Uridine phosphorylase"
"http://purl.uniprot.org/uniprot/A5TY69"	"DNAA_MYCTA"	2	8	8	1	0	"Chromosomal replication initiator protein DnaA"
"http://purl.uniprot.org/uniprot/A5TY84"	"A5TY84_MYCTA"	8	4.5	8.5	7	4	NA
"http://purl.uniprot.org/uniprot/A5U2B7"	"RIBBA_MYCTA"	4	4	7.5	6	3.5	"Riboflavin biosynthesis protein RibBA"
"http://purl.uniprot.org/uniprot/A5U5N7"	"A5U5N7_MYCTA"	2	6.5	7.5	4	1	NA
"http://purl.uniprot.org/uniprot/A5U8U8"	"A5U8U8_MYCTA"	2	8.5	8.5	4	0	NA
"http://purl.uniprot.org/uniprot/A5VAT9"	"A5VAT9_SPHWW"	5	6.8	8.2	6	1.4	NA
"http://purl.uniprot.org/uniprot/A5VZY6"	"A5VZY6_PSEP1"	2	4.8	4.8	3	0	"4-hydroxyproline 2-epimerase"
"http://purl.uniprot.org/uniprot/A5WWA0"	"ZNRF3_DANRE"	2	NA	NA	1	NA	"E3 ubiquitin-protein ligase znrf3"
"http://purl.uniprot.org/uniprot/A5YBJ8"	"A5YBJ8_LACCA"	2	5	5	2	0	NA
"http://purl.uniprot.org/uniprot/A5YBL8"	"A5YBL8_HORSE"	2	7.2	7.2	4	0	"Peptidyl-prolyl cis-trans isomerase"
"http://purl.uniprot.org/uniprot/A5YKK6"	"CNOT1_HUMAN"	14	5.5	8.2	6	2.7	"CCR4-NOT transcription complex subunit 1"
"http://purl.uniprot.org/uniprot/A5YV76"	"A5YV76_PIG"	2	7	7	1	0	NA
"http://purl.uniprot.org/uniprot/A5Z226"	"A5Z226_I97A2"	3	7.5	7.5	3	0	"Hemagglutinin"
"http://purl.uniprot.org/uniprot/A5ZGP5"	"A5ZGP5_9BACE"	2	4.6	7.5	6	2.9	NA
"http://purl.uniprot.org/uniprot/A5ZY13"	"A5ZY13_9FIRM"	8	5.5	5.5	6	0	NA
"http://purl.uniprot.org/uniprot/A6B4U8"	"A6B4U8_VIBPA"	2	NA	NA	0	NA	"DNA base-flipping protein"
"http://purl.uniprot.org/uniprot/A6BM74"	"A6BM74_9RHIZ"	2	7.5	7.5	3	0	NA
"http://purl.uniprot.org/uniprot/A6BMJ3"	"A6BMJ3_STRAP"	3	7.5	7.5	9	0	NA
"http://purl.uniprot.org/uniprot/A6GV51"	"A6GV51_KLEPN"	2	6.6	7.5	1	0.9	NA
"http://purl.uniprot.org/uniprot/A6H6Y4"	"A6H6Y4_BOVIN"	4	7	8	7	1	NA
"http://purl.uniprot.org/uniprot/A6H8W8"	"A6H8W8_HUMAN"	2	5.5	5.5	2	0	NA
"http://purl.uniprot.org/uniprot/A6L2G8"	"A6L2G8_BACV8"	2	5.5	7.8	2	2.3	NA
"http://purl.uniprot.org/uniprot/A6L5C0"	"A6L5C0_BACV8"	4	6.5	6.5	4	0	NA
"http://purl.uniprot.org/uniprot/A6L6K5"	"A6L6K5_BACV8"	2	7.5	7.5	1	0	NA
"http://purl.uniprot.org/uniprot/A6L9X6"	"A6L9X6_PARD8"	2	NA	NA	0	NA	NA
"http://purl.uniprot.org/uniprot/A6LCL9"	"A6LCL9_PARD8"	2	7.5	7.5	5	0	NA
"http://purl.uniprot.org/uniprot/A6LX94"	"A6LX94_CLOB8"	6	6.5	7.3	3	0.8	NA
"http://purl.uniprot.org/uniprot/A6M2W4"	"A6M2W4_CLOB8"	2	5.5	6.5	2	1	"D-galactonate dehydratase family member Cbei_4837"
"http://purl.uniprot.org/uniprot/A6NFY8"	"BRD9_HUMAN"	3	6.5	6.5	5	0	NA
"http://purl.uniprot.org/uniprot/A6PZ97"	"A6PZ97_SALSA"	2	7	7	5	0	NA
"http://purl.uniprot.org/uniprot/A6Q234"	"A6Q234_NITSB"	2	6	7.5	11	1.5	"Aminodeoxyfutalosine deaminase"
"http://purl.uniprot.org/uniprot/A6QE81"	"A6QE81_STAAE"	2	6.5	6.7	4	0.2	NA
"http://purl.uniprot.org/uniprot/A6QFS4"	"A6QFS4_STAAE"	2	6.5	6.5	5	0	NA
"http://purl.uniprot.org/uniprot/A6QG59"	"FIB_STAAU"	2	7	7	1	0	"Fibrinogen-binding protein"
"http://purl.uniprot.org/uniprot/A6QJ18"	"A6QJ18_STAAE"	2	7	8	6	1	NA
"http://purl.uniprot.org/uniprot/A6QJM6"	"A6QJM6_STAAE"	4	3	8.5	4	5.5	NA
"http://purl.uniprot.org/uniprot/A6T8F5"	"A6T8F5_KLEP7"	2	5.5	6.5	6	1	NA
"http://purl.uniprot.org/uniprot/A6T8V8"	"A6T8V8_KLEP7"	6	4.5	4.5	5	0	NA
"http://purl.uniprot.org/uniprot/A6T923"	"A6T923_KLEP7"	3	6.5	6.5	4	0	"FAD-dependent urate hydroxylase"
"http://purl.uniprot.org/uniprot/A6T925"	"A6T925_KLEP7"	4	6.5	7	2	0.5	NA
"http://purl.uniprot.org/uniprot/A6T989"	"A6T989_KLEP7"	2	7.5	7.5	5	0	"Ribokinase"
"http://purl.uniprot.org/uniprot/A6T9E8"	"A6T9E8_KLEP7"	3	3.9	3.9	4	0	NA
"http://purl.uniprot.org/uniprot/A6T9H1"	"PQQC_KLEP7"	4	6.5	8.5	5	2	"Pyrroloquinoline-quinone synthase"
"http://purl.uniprot.org/uniprot/A6TB83"	"MTFA_KLEP7"	2	8	9	4	1	"Protein MtfA"
"http://purl.uniprot.org/uniprot/A6TF32"	"A6TF32_KLEP7"	3	NA	NA	4	NA	NA
"http://purl.uniprot.org/uniprot/A6TGC5"	"A6TGC5_KLEP7"	2	6.5	8	3	1.5	"Primosomal protein N'"
"http://purl.uniprot.org/uniprot/A6TH30"	"A6TH30_KLEP7"	2	5.5	9	1	3.5	"Curved DNA-binding protein"
"http://purl.uniprot.org/uniprot/A6VQF6"	"A6VQF6_ACTSZ"	3	7.5	8.5	5	1	NA
"http://purl.uniprot.org/uniprot/A6XFF7"	"A6XFF7_SERMA"	4	8	8	6	0	NA
"http://purl.uniprot.org/uniprot/A6XNC6"	"UGFGT_MEDTR"	2	5.5	5.5	3	0	"Flavonoid 3-O-glucosyltransferase"
"http://purl.uniprot.org/uniprot/A6XNE6"	"A6XNE6_9ROSI"	3	7.5	7.5	5	0	NA
"http://purl.uniprot.org/uniprot/A6ZUP2"	"A6ZUP2_YEAS7"	2	8.5	8.5	6	0	NA
"http://purl.uniprot.org/uniprot/A6ZZ25"	"EIF3G_YEAS7"	2	NA	NA	4	NA	NA
"http://purl.uniprot.org/uniprot/A7A026"	"A7A026_YEAST"	10	6	6	14	0	NA
"http://purl.uniprot.org/uniprot/A7ASX7"	"A7ASX7_BABBO"	4	7.5	9.5	10	2	"Bifunctional dihydrofolate reductase-thymidylate synthase"
"http://purl.uniprot.org/uniprot/A7B1V0"	"A7B1V0_RUMGN"	2	5.25	8.5	4	3.25	NA
"http://purl.uniprot.org/uniprot/A7B2S7"	"A7B2S7_RUMGN"	2	4	4	4	0	NA
"http://purl.uniprot.org/uniprot/A7IQH5"	"A7IQH5_XANP2"	2	6.5	7.5	5	1	NA
"http://purl.uniprot.org/uniprot/A7IXR1"	"A7IXR1_PBCVN"	2	7	7	2	0	NA
"http://purl.uniprot.org/uniprot/A7J3A1"	"VP6_ROTBN"	2	7.5	7.5	1	0	"Intermediate capsid protein VP6"
"http://purl.uniprot.org/uniprot/A7JQU5"	"A7JQU5_PASHA"	2	4.6	5.5	6	0.9	NA
"http://purl.uniprot.org/uniprot/A7KH27"	"A7KH27_9ACTO"	2	7.5	7.5	2	0	NA
"http://purl.uniprot.org/uniprot/A7KT63"	"A7KT63_STRPN"	2	6.5	7	3	0.5	NA
"http://purl.uniprot.org/uniprot/A7LAI8"	"A7LAI8_STAAU"	5	6.5	7.5	7	1	NA
"http://purl.uniprot.org/uniprot/A7LV19"	"A7LV19_BACOV"	2	5.6	6.5	6	0.9	NA
"http://purl.uniprot.org/uniprot/A7LVT2"	"A7LVT2_BACOV"	5	5	8.5	11	3.5	NA
"http://purl.uniprot.org/uniprot/A7LZP6"	"A7LZP6_BACOV"	2	6.6	7.7	2	1.1	NA
"http://purl.uniprot.org/uniprot/A7M022"	"A7M022_BACOV"	2	NA	NA	4	NA	NA
"http://purl.uniprot.org/uniprot/A7M120"	"A7M120_BACOV"	2	4.5	7.7	6	3.2	NA
"http://purl.uniprot.org/uniprot/A7M6E7"	"A7M6E7_SOLLC"	4	6	8	6	2	NA
"http://purl.uniprot.org/uniprot/A7MB62"	"ARP2_BOVIN"	15	7	7.5	11	0.5	"Actin-related protein 2"
"http://purl.uniprot.org/uniprot/A7TR32"	"A7TR32_VANPO"	2	7.5	7.5	2	0	NA
"http://purl.uniprot.org/uniprot/A7U483"	"A7U483_DANRE"	2	7	7.5	5	0.5	NA
"http://purl.uniprot.org/uniprot/A7UAU9"	"A7UAU9_LUCPE"	2	5	5	6	0	NA
"http://purl.uniprot.org/uniprot/A7UD81"	"A7UD81_PLAFA"	5	4.5	4.6	8	0.0999999999999996	"Bifunctional dihydrofolate reductase-thymidylate synthase"
"http://purl.uniprot.org/uniprot/A7UNK4"	"AGBL_LYODE"	4	7.5	8.5	4	1	"Alpha-galactosyl-binding lectin"
"http://purl.uniprot.org/uniprot/A7UPX0"	"A7UPX0_9INFA"	2	7.5	8	4	0.5	"Hemagglutinin"
"http://purl.uniprot.org/uniprot/A7V213"	"A7V213_BACUN"	2	9.5	9.5	7	0	NA
"http://purl.uniprot.org/uniprot/A7V5T8"	"A7V5T8_BACUN"	3	NA	NA	4	NA	NA
"http://purl.uniprot.org/uniprot/A7X435"	"PCRB_STAA1"	2	8.5	8.5	3	0	"Heptaprenylglyceryl phosphate synthase"
"http://purl.uniprot.org/uniprot/A7XNI2"	"A7XNI2_AZOBR"	2	7.5	7.5	3	0	NA
"http://purl.uniprot.org/uniprot/A7XUK7"	"A7XUK7_SCLSC"	2	NA	NA	4	NA	"Agglutinin"
"http://purl.uniprot.org/uniprot/A7XX65"	"A7XX65_9CAUD"	3	5.6	8	2	2.4	NA
"http://purl.uniprot.org/uniprot/A7Y7W1"	"A7Y7W1_PSEU9"	5	8	9.2	11	1.2	NA
"http://purl.uniprot.org/uniprot/A7ZKI9"	"A7ZKI9_ECO24"	2	4.5	4.5	5	0	"Ribonuclease E"
"http://purl.uniprot.org/uniprot/A7ZS61"	"PNP_ECO24"	3	4.5	7	5	2.5	NA
"http://purl.uniprot.org/uniprot/A8AC72"	"A8AC72_IGNH4"	3	8.5	8.5	2	0	NA
"http://purl.uniprot.org/uniprot/A8BB85"	"A8BB85_GIAIC"	4	5	5	4	0	"Carbamate kinase"
"http://purl.uniprot.org/uniprot/A8BZ95"	"A8BZ95_GIALA"	2	6.5	6.5	2	0	NA
"http://purl.uniprot.org/uniprot/A8C927"	"A8C927_ECOLX"	5	5.5	7.5	3	2	"16S rRNA (adenine(1408)-N(1))-methyltransferase"
"http://purl.uniprot.org/uniprot/A8CGC7"	"A8CGC7_BPP22"	2	NA	NA	0	NA	NA
"http://purl.uniprot.org/uniprot/A8DG50"	"A8DG50_9HEPC"	24	6.2	6.5	11	0.3	"Genome polyprotein"
"http://purl.uniprot.org/uniprot/A8DS27"	"A8DS27_ECOLX"	2	4	5.5	2	1.5	"Beta-lactamase"
"http://purl.uniprot.org/uniprot/A8E0K8"	"A8E0K8_HAEIN"	4	7.5	7.5	5	0	NA
"http://purl.uniprot.org/uniprot/A8E1U5"	"A8E1U5_STAAU"	2	NA	NA	5	NA	NA
"http://purl.uniprot.org/uniprot/A8EVM5"	"A8EVM5_ARCB4"	17	4.75	5	6	0.25	NA
"http://purl.uniprot.org/uniprot/A8FMJ3"	"A8FMJ3_CAMJ8"	7	7	7	14	0	NA
"http://purl.uniprot.org/uniprot/A8GFD6"	"A8GFD6_SERP5"	4	4.6	4.6	4	0	NA
"http://purl.uniprot.org/uniprot/A8HN58"	"A8HN58_CHLRE"	2	6	6	4	0	"Intraflagellar transport protein 27"
"http://purl.uniprot.org/uniprot/A8HWY8"	"A8HWY8_9INFA"	6	7.5	8.5	2	1	"Hemagglutinin"
"http://purl.uniprot.org/uniprot/A8JEA1"	"A8JEA1_CHLRE"	3	NA	NA	4	NA	NA
"http://purl.uniprot.org/uniprot/A8JF99"	"A8JF99_CHLRE"	5	NA	NA	7	NA	NA
"http://purl.uniprot.org/uniprot/A8JH36"	"A8JH36_CHLRE"	2	NA	NA	0	NA	NA
"http://purl.uniprot.org/uniprot/A8JI83"	"A8JI83_CHLRE"	3	NA	NA	10	NA	NA
"http://purl.uniprot.org/uniprot/A8K008"	"A8K008_HUMAN"	3	4.6	6.7	6	2.1	NA
"http://purl.uniprot.org/uniprot/A8K220"	"A8K220_HUMAN"	2	6.5	6.5	1	0	NA
"http://purl.uniprot.org/uniprot/A8K7J6"	"A8K7J6_HUMAN"	2	NA	NA	4	NA	NA
"http://purl.uniprot.org/uniprot/A8K7S2"	"A8K7S2_HUMAN"	4	NA	NA	5	NA	NA
"http://purl.uniprot.org/uniprot/A8K9D2"	"A8K9D2_HUMAN"	2	NA	NA	4	NA	NA
"http://purl.uniprot.org/uniprot/A8LP63"	"A8LP63_DINSH"	2	5	5	3	0	NA
"http://purl.uniprot.org/uniprot/A8MI53"	"A8MI53_ALKOO"	4	6.5	6.5	4	0	"Peptide methionine sulfoxide reductase MsrA"
"http://purl.uniprot.org/uniprot/A8MT69"	"CENPX_HUMAN"	9	6.8	8.5	3	1.7	"Centromere protein X"
"http://purl.uniprot.org/uniprot/A8PUY1"	"A8PUY1_MALGO"	2	6.5	8	4	1.5	NA
"http://purl.uniprot.org/uniprot/A8PWE4"	"A8PWE4_BRUMA"	2	8.5	8.5	7	0	NA
"http://purl.uniprot.org/uniprot/A8QW55"	"A8QW55_9STRA"	2	4.2	4.2	3	0	NA
"http://purl.uniprot.org/uniprot/A8R5D9"	"A8R5D9_STRMU"	2	4.6	4.6	5	0	NA
"http://purl.uniprot.org/uniprot/A8R7E6"	"A8R7E6_ARATH"	2	6.5	6.5	2	0	"Chitin elicitor receptor kinase 1"
"http://purl.uniprot.org/uniprot/A8ULG6"	"A8ULG6_CLOPF"	2	6.5	7.5	3	1	NA
"http://purl.uniprot.org/uniprot/A8W790"	"A8W790_BIFLO"	3	5.9	6.4	4	0.5	NA
"http://purl.uniprot.org/uniprot/A8WFV1"	"A8WFV1_DANRE"	4	6.5	6.6	8	0.0999999999999996	NA
"http://purl.uniprot.org/uniprot/A8WHX9"	"A8WHX9_DANRE"	3	7.5	8.5	1	1	NA
"http://purl.uniprot.org/uniprot/A8YPQ5"	"A8YPQ5_STAAU"	3	7.5	8.8	3	1.3	NA
"http://purl.uniprot.org/uniprot/A8YPQ6"	"A8YPQ6_STAAU"	3	7.5	8.8	3	1.3	NA
"http://purl.uniprot.org/uniprot/A8YZK8"	"A8YZK8_STAAT"	2	4.6	6.5	7	1.9	NA
"http://purl.uniprot.org/uniprot/A9AC61"	"A9AC61_BURM1"	5	6.8	7	10	0.2	NA
"http://purl.uniprot.org/uniprot/A9ANE0"	"A9ANE0_BURM1"	3	7.5	8.5	9	1	NA
"http://purl.uniprot.org/uniprot/A9ANE4"	"A9ANE4_BURM1"	4	7.5	8	6	0.5	NA
"http://purl.uniprot.org/uniprot/A9CB96"	"SPIKE_ADES1"	5	7.5	7.5	4	0	"Fiber protein"
"http://purl.uniprot.org/uniprot/A9CEJ9"	"A9CEJ9_AGRT5"	2	7.5	8.5	2	1	NA
"http://purl.uniprot.org/uniprot/A9CEQ8"	"A9CEQ8_AGRT5"	2	7.5	7.5	5	0	"D-galactarolactone cycloisomerase"
"http://purl.uniprot.org/uniprot/A9CFJ9"	"A9CFJ9_AGRT5"	2	6.5	8.3	3	1.8	NA
"http://purl.uniprot.org/uniprot/A9CGA5"	"A9CGA5_AGRT5"	2	8.5	8.5	4	0	NA
"http://purl.uniprot.org/uniprot/A9CGI0"	"A9CGI0_AGRT5"	5	4.5	8.5	9	4	NA
"http://purl.uniprot.org/uniprot/A9CHM9"	"AACP_AGRT5"	3	5.6	5.6	9	0	"Aminoacyl carrier protein"
"http://purl.uniprot.org/uniprot/A9CJD6"	"A9CJD6_AGRT5"	3	NA	NA	0	NA	NA
"http://purl.uniprot.org/uniprot/A9CKK7"	"A9CKK7_AGRT5"	2	4.2	5.5	3	1.3	NA
"http://purl.uniprot.org/uniprot/A9CL58"	"A9CL58_AGRT5"	2	6.5	6.5	5	0	NA
"http://purl.uniprot.org/uniprot/A9CLR1"	"A9CLR1_AGRT5"	2	4.5	8	8	3.5	NA
"http://purl.uniprot.org/uniprot/A9CP13"	"A9CP13_CHICK"	4	6.5	6.5	6	0	NA
"http://purl.uniprot.org/uniprot/A9CQL4"	"A9CQL4_CHLRE"	2	7	8.5	1	1.5	NA
"http://purl.uniprot.org/uniprot/A9IH93"	"A9IH93_BORPD"	2	8	8	10	0	NA
"http://purl.uniprot.org/uniprot/A9J7N5"	"A9J7N5_PREIN"	2	6.5	8.5	1	2	NA
"http://purl.uniprot.org/uniprot/A9JQL9"	"CRTM_STAAU"	20	7.4	8.5	23	1.1	"Dehydrosqualene synthase"
"http://purl.uniprot.org/uniprot/A9JQL9"	"A9JQL9_STAAU"	4	7.5	7.5	5	0	"Dehydrosqualene synthase"
"http://purl.uniprot.org/uniprot/A9LI60"	"A9LI60_BIOOC"	2	8	8	2	0	NA
"http://purl.uniprot.org/uniprot/A9LIE0"	"A9LIE0_9FLAV"	2	8.5	8.5	6	0	"Genome polyprotein"
"http://purl.uniprot.org/uniprot/A9LLA5"	"A9LLA5_DANRE"	2	7.5	8	3	0.5	NA
"http://purl.uniprot.org/uniprot/A9PHH6"	"A9PHH6_POPTR"	2	6.5	6.5	3	0	NA
"http://purl.uniprot.org/uniprot/A9QPL9"	"A9QPL9_9MONO"	3	NA	NA	0	NA	NA
"http://purl.uniprot.org/uniprot/A9ULH4"	"A9ULH4_XENTR"	3	7	7.5	4	0.5	NA
"http://purl.uniprot.org/uniprot/A9W386"	"MDH_METEP"	2	7.5	7.5	4	0	"Malate dehydrogenase"
"http://purl.uniprot.org/uniprot/A9WC35"	"A9WC35_CHLAA"	2	5.5	6.6	5	1.1	NA
"http://purl.uniprot.org/uniprot/A9X4C2"	"A9X4C2_9ENTO"	7	8	8.5	6	0.5	"Genome polyprotein"
"http://purl.uniprot.org/uniprot/A9XG43"	"A9XG43_9ENTO"	4	7.5	8.5	3	1	"Genome polyprotein"
"http://purl.uniprot.org/uniprot/A9XK88"	"A9XK88_9BASI"	4	4.6	8.4	8	3.8	NA
"http://purl.uniprot.org/uniprot/A9YN63"	"A9YN63_9INFA"	6	8	8	6	0	"Neuraminidase"
"http://purl.uniprot.org/uniprot/A9YTT0"	"A9YTT0_BACLI"	2	8	8.2	3	0.199999999999999	NA
"http://purl.uniprot.org/uniprot/A9ZSX9"	"A9ZSX9_9BRYO"	2	8.5	8.5	2	0	NA
"http://purl.uniprot.org/uniprot/AAO16568"	"AAO16568"	2	7	7	5	0	NA
"http://purl.uniprot.org/uniprot/B0AZV7"	"B0AZV7_HUMAN"	2	6.5	6.5	2	0	NA
"http://purl.uniprot.org/uniprot/B0B0V1"	"B0B0V1_STRGA"	4	4	4	5	0	NA
"http://purl.uniprot.org/uniprot/B0B7H9"	"B0B7H9_CHLT2"	5	4.6	6.4	4	1.8	NA
"http://purl.uniprot.org/uniprot/B0B7L2"	"B0B7L2_CHLT2"	2	7	7	2	0	NA
"http://purl.uniprot.org/uniprot/B0B8Z7"	"B0B8Z7_CHLT2"	2	7.5	8.5	7	1	NA
"http://purl.uniprot.org/uniprot/B0BA84"	"B0BA84_CHLTB"	3	7	7	4	0	NA
"http://purl.uniprot.org/uniprot/B0BLW3"	"LGR4_XENTR"	2	5.7	5.7	2	0	"Leucine-rich repeat-containing G-protein coupled receptor 4"
"http://purl.uniprot.org/uniprot/B0BXR4"	"B0BXR4_RICRO"	2	5.6	6.5	2	0.9	NA
"http://purl.uniprot.org/uniprot/B0F481"	"B0F481_ARATH"	4	NA	NA	7	NA	"Bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase, mitochondrial"
"http://purl.uniprot.org/uniprot/B0F9F6"	"B0F9F6_RHOER"	5	6.4	6.4	5	0	NA
"http://purl.uniprot.org/uniprot/B0JDW3"	"B0JDW3_THESC"	2	8	8	4	0	NA
"http://purl.uniprot.org/uniprot/B0KAH1"	"B0KAH1_THEP3"	2	4.6	7	4	2.4	NA
"http://purl.uniprot.org/uniprot/B0KAW2"	"B0KAW2_THEP3"	2	NA	NA	5	NA	NA
"http://purl.uniprot.org/uniprot/B0LJC8"	"B0LJC8_MACMU"	5	6.5	8.3	2	1.8	NA
"http://purl.uniprot.org/uniprot/B0LPM0"	"B0LPM0_9MONO"	2	7	7.5	1	0.5	NA
"http://purl.uniprot.org/uniprot/B0LX40"	"B0LX40_9INFA"	2	NA	NA	1	NA	"Matrix protein 2"
"http://purl.uniprot.org/uniprot/B0R2U4"	"BACH_HALS3"	3	NA	NA	5	NA	"Halorhodopsin"
"http://purl.uniprot.org/uniprot/B0R5M0"	"B0R5M0_HALS3"	5	7.5	7.5	7	0	"Dodecin"
"http://purl.uniprot.org/uniprot/B0RT03"	"B0RT03_XANCB"	2	6	6.2	2	0.2	NA
"http://purl.uniprot.org/uniprot/B0RWG5"	"B0RWG5_XANCB"	2	7.5	8.5	4	1	NA
"http://purl.uniprot.org/uniprot/B0S4P3"	"B0S4P3_DESHA"	3	6	8.5	4	2.5	NA
"http://purl.uniprot.org/uniprot/B0SN40"	"B0SN40_LEPBP"	2	8.5	8.5	4	0	NA
"http://purl.uniprot.org/uniprot/B0SWV2"	"B0SWV2_CAUSK"	4	6.5	6.5	9	0	NA
"http://purl.uniprot.org/uniprot/B0TZW0"	"B0TZW0_FRAP2"	5	5.6	5.6	9	0	"L-amino acid-D/L-Glu epimerase"
"http://purl.uniprot.org/uniprot/B0V9T6"	"B0V9T6_ACIBY"	2	NA	NA	5	NA	"DNA topoisomerase 4 subunit B"
"http://purl.uniprot.org/uniprot/B0VA03"	"B0VA03_ACIBY"	2	NA	NA	6	NA	NA
"http://purl.uniprot.org/uniprot/B0VD92"	"B0VD92_ACIBY"	7	2.5	7	14	4.5	NA
"http://purl.uniprot.org/uniprot/B0VHH0"	"B0VHH0_CLOAI"	4	7	8.5	7	1.5	"3-keto-5-aminohexanoate cleavage enzyme"
"http://purl.uniprot.org/uniprot/B0VMV2"	"LPXD_ACIBS"	2	8	8	1	0	"UDP-3-O-acylglucosamine N-acyltransferase"
"http://purl.uniprot.org/uniprot/B0VP98"	"B0VP98_ACIBS"	2	NA	NA	5	NA	"DNA topoisomerase 4 subunit A"
"http://purl.uniprot.org/uniprot/B0Y2Y2"	"B0Y2Y2_ASPFC"	2	NA	NA	3	NA	NA
"http://purl.uniprot.org/uniprot/B0ZE06"	"B0ZE06_ECOLX"	4	7	7.5	5	0.5	NA
"http://purl.uniprot.org/uniprot/B1FXZ2"	"B1FXZ2_9BURK"	2	7	8.5	4	1.5	NA
"http://purl.uniprot.org/uniprot/B1FZ96"	"B1FZ96_9BURK"	3	4.5	7.5	3	3	NA
"http://purl.uniprot.org/uniprot/B1H267"	"B1H267_RAT"	2	8	8	2	0	"Sorting nexin-5"
"http://purl.uniprot.org/uniprot/B1IS70"	"HPCH_ECOLC"	6	NA	NA	11	NA	"4-hydroxy-2-oxo-heptane-1,7-dioate aldolase"
"http://purl.uniprot.org/uniprot/B1JJ73"	"SLYA_YERPS"	2	5.6	6.5	1	0.9	"Transcriptional regulator SlyA"
"http://purl.uniprot.org/uniprot/B1L4V6"	"B1L4V6_KORCO"	3	8.5	9.5	6	1	NA
"http://purl.uniprot.org/uniprot/B1MB31"	"B1MB31_MYCA9"	2	6.5	7.5	3	1	"Cytidylate kinase"
"http://purl.uniprot.org/uniprot/B1MKD5"	"B1MKD5_MYCA9"	3	4.5	4.6	5	0.0999999999999996	"4-diphosphocytidyl-2-C-methyl-D-erythritol kinase"
"http://purl.uniprot.org/uniprot/B1P3E1"	"B1P3E1_ACIBI"	3	5.6	5.6	6	0	NA
"http://purl.uniprot.org/uniprot/B1PBP5"	"B1PBP5_9HEPC"	2	7.3	7.3	5	0	NA
"http://purl.uniprot.org/uniprot/B1PND0"	"B1PND0_BRALA"	3	7	7	2	0	NA
"http://purl.uniprot.org/uniprot/B1PPP0"	"B1PPP0_9HEPC"	2	5	5	3	0	"Genome polyprotein"
"http://purl.uniprot.org/uniprot/B1PUC6"	"B1PUC6_9STRE"	2	6.5	6.5	5	0	NA
"http://purl.uniprot.org/uniprot/B1PWB9"	"B1PWB9_LITVA"	7	4.6	4.6	6	0	"Thioredoxin"
"http://purl.uniprot.org/uniprot/B1Q236"	"B1Q236_CAEEL"	5	6.4	8.5	5	2.1	"Synaptogenesis protein syg-1"
"http://purl.uniprot.org/uniprot/B1R775"	"B1R775_CLOPF"	4	6.5	8.5	3	2	NA
"http://purl.uniprot.org/uniprot/B1UXN2"	"B1UXN2_BACAN"	12	9	9	14	0	NA
"http://purl.uniprot.org/uniprot/B1VBB0"	"B1VBB0_VIBMA"	6	5.5	6.5	11	1	NA
"http://purl.uniprot.org/uniprot/B1VZT1"	"B1VZT1_STRGG"	3	7.2	8.1	7	0.899999999999999	NA
"http://purl.uniprot.org/uniprot/B1WBP0"	"MPPD2_RAT"	3	5.2	6.2	7	1	"Metallophosphoesterase MPPED2"
